"code","validcode","todel","desc"
"B171","TRUE",,"Acute hepatitis C"
"B172","TRUE",,"Acute hepatitis E"
"B178","TRUE",,"Other specified acute viral hepatitis"
"B179","TRUE",,"Acute viral hepatitis, unspecified"
"B18","FALSE",,"Chronic viral hepatitis"
"B180","TRUE",,"Chronic viral hepatitis B with delta-agent"
"B181","TRUE",,"Chronic viral hepatitis B without delta-agent"
"B1810","TRUE",,"Chronic viral hepatitis B without delta-agent (TM)"
"B1819","TRUE",,"Chronic hepatitis B unspecified delta agent status (TM)"
"B182","TRUE",,"Chronic viral hepatitis C"
"B188","TRUE",,"Other chronic viral hepatitis"
"B189","TRUE",,"Chronic viral hepatitis, unspecified"
"B19","FALSE",,"Unspecified viral hepatitis"
"B190","TRUE",,"Unspecified viral hepatitis with coma"
"B199","TRUE",,"Unspecified viral hepatitis without coma"
"B20","FALSE",,"HIV disease resulting in infectious and parasitic diseases"
"B200","TRUE",,"HIV disease resulting in mycobacterial infection"
"B201","TRUE",,"HIV disease resulting in other bacterial infections"
"B202","TRUE",,"HIV disease resulting in cytomegaloviral disease"
"B203","TRUE",,"HIV disease resulting in other viral infections"
"B204","TRUE",,"HIV disease resulting in candidiasis"
"B205","TRUE",,"HIV disease resulting in other mycoses"
"B206","TRUE",,"HIV disease resulting in Pneumocystis carinii pneumonia"
"B207","TRUE",,"HIV disease resulting in multiple infections"
"B208","TRUE",,"HIV disease resulting in other infectious and parasitic diseases"
"B209","TRUE",,"HIV disease resulting in unspecified infectious or parasitic disease"
"B21","FALSE",,"HIV disease resulting in malignant neoplasms"
"B210","TRUE",,"HIV disease resulting in Kaposi's sarcoma"
"B211","TRUE",,"HIV disease resulting in Burkitt's lymphoma"
"B212","TRUE",,"HIV disease resulting in other types of non-Hodgkin's lymphoma"
"B213","TRUE",,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue"
"B217","TRUE",,"HIV disease resulting in multiple malignant neoplasms"
"B218","TRUE",,"HIV disease resulting in other malignant neoplasms"
"B219","TRUE",,"HIV disease resulting in unspecified malignant neoplasm"
"B22","FALSE",,"HIV disease resulting in other specified diseases"
"B220","TRUE",,"HIV disease resulting in encephalopathy"
"B221","TRUE",,"HIV disease resulting in lymphoid interstitial pneumonitis"
"B222","TRUE",,"HIV disease resulting in wasting syndrome"
"B227","TRUE",,"HIV disease resulting in multiple diseases classified elsewhere"
"B23","FALSE",,"HIV disease resulting in other conditions"
"B230","TRUE",,"Acute HIV infection syndrome"
"B231","TRUE",,"HIV disease resulting in (persistent) generalized lymphadenopathy"
"B232","TRUE",,"HIV disease resulting in haematological and immunological abnormalities, NEC"
"B233","TRUE",,"Pruritic papular eruption in HIV (TM)"
"B238","TRUE",,"HIV disease resulting in other specified conditions"
"B24","TRUE",,"Unspecified human immunodeficiency virus [HIV] disease"
"B25","FALSE",,"Cytomegaloviral disease"
"B250","TRUE",,"Cytomegaloviral pneumonitis (J17.1*)"
"B251","TRUE",,"Cytomegaloviral hepatitis (K77.0*)"
"B252","TRUE",,"Cytomegaloviral pancreatitis (K87.1*)"
"B258","TRUE",,"Other cytomegaloviral diseases"
"B259","TRUE",,"Cytomegaloviral disease, unspecified"
"B26","FALSE",,"Mumps"
"B260","TRUE",,"Mumps orchitis (N51.1*)"
"B261","TRUE",,"Mumps meningitis (G02.0*)"
"B262","TRUE",,"Mumps encephalitis (G05.1*)"
"B263","TRUE",,"Mumps pancreatitis (K87.1*)"
"B268","TRUE",,"Mumps with other complications"
"B269","TRUE",,"Mumps without complication"
"B27","FALSE",,"Infectious mononucleosis"
"B270","TRUE",,"Gammaherpesviral mononucleosis"
"B271","TRUE",,"Cytomegaloviral mononucleosis"
"B278","TRUE",,"Other infectious mononucleosis"
"B279","TRUE",,"Infectious mononucleosis, unspecified"
"B30","FALSE",,"Viral conjunctivitis"
"B300","TRUE",,"Keratoconjunctivitis due to adenovirus (H19.2*)"
"B301","TRUE",,"Conjunctivitis due to adenovirus (H13.1*)"
"B302","TRUE",,"Viral pharyngoconjunctivitis"
"B303","TRUE",,"Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1*)"
"B308","TRUE",,"Other viral conjunctivitis (H13.1*)"
"B309","TRUE",,"Viral conjunctivitis, unspecified"
"B33","FALSE",,"Other viral diseases, not elsewhere classified"
"B330","TRUE",,"Epidemic myalgia"
"B331","TRUE",,"Ross River disease"
"B332","TRUE",,"Viral carditis"
"B333","TRUE",,"Retrovirus infections, not elsewhere classified"
"B334","TRUE",,"Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS] (J171*)"
"B338","TRUE",,"Other specified viral diseases"
"B34","FALSE",,"Viral infection of unspecified site"
"B340","TRUE",,"Adenovirus infection, unspecified"
"B341","TRUE",,"Enterovirus infection, unspecified"
"B342","TRUE",,"Coronavirus infection, unspecified"
"B343","TRUE",,"Parvovirus infection, unspecified"
"B344","TRUE",,"Papovavirus infection, unspecified"
"B348","TRUE",,"Other viral infections of unspecified site"
"B349","TRUE",,"Viral infection, unspecified"
"B35","FALSE",,"Dermatophytosis"
"B350","TRUE",,"Tinea barbae and tinea capitis"
"B351","TRUE",,"Tinea unguium"
"B352","TRUE",,"Tinea manuum"
"B353","TRUE",,"Tinea pedis"
"B354","TRUE",,"Tinea corporis"
"B355","TRUE",,"Tinea imbricata"
"B356","TRUE",,"Tinea cruris"
"B357","TRUE",,"Tinea faciei (TM)"
"B358","TRUE",,"Other dermatophytoses"
"B359","TRUE",,"Dermatophytosis, unspecified"
"B36","FALSE",,"Other superficial mycoses"
"B360","TRUE",,"Pityriasis versicolor"
"B361","TRUE",,"Tinea nigra"
"B362","TRUE",,"White piedra"
"B363","TRUE",,"Black piedra"
"B368","TRUE",,"Other specified superficial mycoses"
"B369","TRUE",,"Superficial mycosis, unspecified"
"B37","FALSE",,"Candidiasis"
"B370","TRUE",,"Candidal stomatitis"
"B3700","TRUE",,"Acute pseudomembranous candidal stomatitis (TM)"
"B3701","TRUE",,"Acute  erythematous (atrophic) candidal stomatitis (TM)"
"B3702","TRUE",,"Chronic hyperplastic candidal stomatitis (TM)"
"B3703","TRUE",,"Chronic erythematous (atrophic) candidal stomatitis (TM)"
"B3704","TRUE",,"Mucocutaneous candidiasis (TM)"
"B3705","TRUE",,"Oral candidal granuloma (TM)"
"B3706","TRUE",,"Angular cheilitis (TM)"
"B3708","TRUE",,"Other specified , candidal stomatitis (TM)"
"B3709","TRUE",,"Candidal stomatitis, unspecified (TM)"
"B371","TRUE",,"Pulmonary candidiasis"
"B372","TRUE",,"Candidiasis of skin and nail"
"B373","TRUE",,"Candidiasis of vulva and vagina (N77.1*)"
"B374","TRUE",,"Candidiasis of other urogenital sites"
"B375","TRUE",,"Candidal meningitis (G02.1*)"
"B376","TRUE",,"Candidal endocarditis (I39.8*)"
"B377","TRUE",,"Candidal septicaemia"
"B378","TRUE",,"Candidiasis of other sites"
"B379","TRUE",,"Candidiasis, unspecified"
"B38","FALSE",,"Coccidioidomycosis"
"B380","TRUE",,"Acute pulmonary coccidioidomycosis"
"B381","TRUE",,"Chronic pulmonary coccidioidomycosis"
"B382","TRUE",,"Pulmonary coccidioidomycosis, unspecified"
"B383","TRUE",,"Cutaneous coccidioidomycosis"
"B384","TRUE",,"Coccidioidomycosis meningitis (G02.1*)"
"B387","TRUE",,"Disseminated coccidioidomycosis"
"B388","TRUE",,"Other forms of coccidioidomycosis"
"B389","TRUE",,"Coccidioidomycosis, unspecified"
"B39","FALSE",,"Histoplasmosis"
"B390","TRUE",,"Acute pulmonary histoplasmosis capsulati"
"B391","TRUE",,"Chronic pulmonary histoplasmosis capsulati"
"B392","TRUE",,"Pulmonary histoplasmosis capsulati, unspecified"
"B393","TRUE",,"Disseminated histoplasmosis capsulati"
"B394","TRUE",,"Histoplasmosis capsulati, unspecified"
"B395","TRUE",,"Histoplasmosis duboisii"
"B399","TRUE",,"Histoplasmosis, unspecified"
"B40","FALSE",,"Blastomycosis"
"B400","TRUE",,"Acute pulmonary blastomycosis"
"B401","TRUE",,"Chronic pulmonary blastomycosis"
"B402","TRUE",,"Pulmonary blastomycosis, unspecified"
"B403","TRUE",,"Cutaneous blastomycosis"
"B407","TRUE",,"Disseminated blastomycosis"
"B408","TRUE",,"Other forms of blastomycosis"
"B409","TRUE",,"Blastomycosis, unspecified"
"B41","FALSE",,"Paracoccidioidomycosis"
"B410","TRUE",,"Pulmonary paracoccidioidomycosis"
"B417","TRUE",,"Disseminated paracoccidioidomycosis"
"B418","TRUE",,"Other forms of paracoccidioidomycosis"
"B419","TRUE",,"Paracoccidioidomycosis, unspecified"
"B42","FALSE",,"Sporotrichosis"
"B420","TRUE",,"Pulmonary sporotrichosis (J99.8*)"
"B421","TRUE",,"Lymphocutaneous sporotrichosis"
"B427","TRUE",,"Disseminated sporotrichosis"
"B428","TRUE",,"Other forms of sporotrichosis"
"B429","TRUE",,"Sporotrichosis, unspecified"
"B43","FALSE",,"Chromomycosis and phaeomycotic abscess"
"B430","TRUE",,"Cutaneous chromomycosis"
"B431","TRUE",,"Phaeomycotic brain abscess"
"B432","TRUE",,"Subcutaneous phaeomycotic abscess and cyst"
"B438","TRUE",,"Other forms of chromomycosis"
"B439","TRUE",,"Chromomycosis, unspecified"
"B44","FALSE",,"Aspergillosis"
"B440","TRUE",,"Invasive pulmonary aspergillosis"
"B441","TRUE",,"Other pulmonary aspergillosis"
"B442","TRUE",,"Tonsillar aspergillosis"
"B447","TRUE",,"Disseminated aspergillosis"
"B448","TRUE",,"Other forms of aspergillosis"
"B449","TRUE",,"Aspergillosis, unspecified"
"B45","FALSE",,"Cryptococcosis"
"B450","TRUE",,"Pulmonary cryptococcosis"
"B451","TRUE",,"Cerebral cryptococcosis"
"B452","TRUE",,"Cutaneous cryptococcosis"
"B453","TRUE",,"Osseous cryptococcosis"
"B457","TRUE",,"Disseminated cryptococcosis"
"B458","TRUE",,"Other forms of cryptococcosis"
"B459","TRUE",,"Cryptococcosis, unspecified"
"B46","FALSE",,"Zygomycosis"
"B460","TRUE",,"Pulmonary mucormycosis"
"B461","TRUE",,"Rhinocerebral mucormycosis"
"B462","TRUE",,"Gastrointestinal mucormycosis"
"B463","TRUE",,"Cutaneous mucormycosis"
"B464","TRUE",,"Disseminated mucormycosis"
"B465","TRUE",,"Mucormycosis, unspecified"
"B468","TRUE",,"Other zygomycoses"
"B469","TRUE",,"Zygomycosis, unspecified"
"B47","FALSE",,"Mycetoma"
"B470","TRUE",,"Eumycetoma"
"B471","TRUE",,"Actinomycetoma"
"B479","TRUE",,"Mycetoma, unspecified"
"B48","FALSE",,"Other mycoses, not elsewhere classified"
"B480","TRUE",,"Lobomycosis"
"B481","TRUE",,"Rhinosporidiosis"
"B482","TRUE",,"Allescheriasis"
"B483","TRUE",,"Geotrichosis"
"B484","TRUE",,"Penicillosis"
"B487","TRUE",,"Opportunistic mycoses"
"B488","TRUE",,"Other specified mycoses"
"B49","TRUE",,"Unspecified mycosis"
"B50","FALSE",,"Plasmodium falciparum malaria"
"B500","TRUE",,"Plasmodium falciparum malaria with cerebral complications"
"B508","TRUE",,"Other severe and complicated Plasmodium falciparum malaria"
"B509","TRUE",,"Plasmodium falciparum malaria, unspecified"
"B51","FALSE",,"Plasmodium vivax malaria"
"B510","TRUE",,"Plasmodium vivax malaria with rupture of spleen"
"B518","TRUE",,"Plasmodium vivax malaria with other complications"
"B519","TRUE",,"Plasmodium vivax malaria without complication"
"B52","FALSE",,"Plasmodium malariae malaria"
"B520","TRUE",,"Plasmodium malariae malaria with nephropathy"
"B528","TRUE",,"Plasmodium malariae malaria with other complications"
"B529","TRUE",,"Plasmodium malariae malaria without complication"
"B53","FALSE",,"Other parasitologically confirmed malaria"
"B530","TRUE",,"Plasmodium ovale malaria"
"B531","TRUE",,"Malaria due to simian plasmodia"
"B538","TRUE",,"Other parasitologically confirmed malaria, not elsewhere classified"
"B54","TRUE",,"Unspecified malaria"
"B55","FALSE",,"Leishmaniasis"
"B550","TRUE",,"Visceral leishmaniasis"
"B551","TRUE",,"Cutaneous leishmaniasis"
"B552","TRUE",,"Mucocutaneous leishmaniasis"
"B559","TRUE",,"Leishmaniasis, unspecified"
"B56","FALSE",,"African trypanosomiasis"
"B560","TRUE",,"Gambiense trypanosomiasis"
"B561","TRUE",,"Rhodesiense trypanosomiasis"
"B569","TRUE",,"African trypanosomiasis, unspecified"
"B57","FALSE",,"Chagas' disease"
"B570","TRUE",,"Acute Chagas' disease with heart involvement (I41.2*,I98.1*)"
"B571","TRUE",,"Acute Chagas' disease without heart involvement"
"B572","TRUE",,"Chagas' disease (chronic) with heart involvement (I41.2*, I98.1*)"
"B573","TRUE",,"Chagas' disease (chronic) with digestive system involvement"
"B574","TRUE",,"Chagas' disease (chronic) with nervous system involvement"
"B575","TRUE",,"Chagas' disease (chronic) with other organ involvement"
"B58","FALSE",,"Toxoplasmosis"
"B580","TRUE",,"Toxoplasma oculopathy"
"B581","TRUE",,"Toxoplasma hepatitis (K77.0*)"
"B582","TRUE",,"Toxoplasma meningoencephalitis (G05.2*)"
"B583","TRUE",,"Pulmonary toxoplasmosis (J17.3*)"
"B588","TRUE",,"Toxoplasmosis with other organ involvement"
"B589","TRUE",,"Toxoplasmosis, unspecified"
"B59","TRUE",,"Pneumocystosis"
"B60","FALSE",,"Other protozoal diseases, not elsewhere classified"
"B600","TRUE",,"Babesiosis"
"B601","TRUE",,"Acanthamoebiasis"
"B602","TRUE",,"Naegleriasis"
"B608","TRUE",,"Other specified protozoal diseases"
"B64","TRUE",,"Unspecified protozoal disease"
"B65","FALSE",,"Schistosomiasis [bilharziasis]"
"B650","TRUE",,"Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]"
"B651","TRUE",,"Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]"
"B652","TRUE",,"Schistosomiasis due to Schistosoma japonicum"
"B653","TRUE",,"Cercarial dermatitis"
"B658","TRUE",,"Other schistosomiases"
"B659","TRUE",,"Schistosomiasis, unspecified"
"B66","FALSE",,"Other fluke infections"
"B660","TRUE",,"Opisthorchiasis"
"B661","TRUE",,"Clonorchiasis"
"B662","TRUE",,"Dicrocoeliasis"
"B663","TRUE",,"Fascioliasis"
"B664","TRUE",,"Paragonimiasis"
"B665","TRUE",,"Fasciolopsiasis"
"B668","TRUE",,"Other specified fluke infections"
"B669","TRUE",,"Fluke infection, unspecified"
"B67","FALSE",,"Echinococcosis"
"B670","TRUE",,"Echinococcus granulosus infection of liver"
"B671","TRUE",,"Echinococcus granulosus infection of lung"
"B672","TRUE",,"Echinococcus granulosus infection of bone"
"B673","TRUE",,"Echinococcus granulosus infection, other and multiple sites"
"B674","TRUE",,"Echinococcus granulosus infection, unspecified"
"B675","TRUE",,"Echinococcus multilocularis infection of liver"
"B676","TRUE",,"Echinococcus multilocularis infection, other and multiple sites"
"B677","TRUE",,"Echinococcus multilocularis infection, unspecified"
"B678","TRUE",,"Echinococcosis, unspecified, of liver"
"B679","TRUE",,"Echinococcosis, other and unspecified"
"B68","FALSE",,"Taeniasis"
"B680","TRUE",,"Taenia solium taeniasis"
"B681","TRUE",,"Taenia saginata taeniasis"
"B689","TRUE",,"Taeniasis, unspecified"
"B69","FALSE",,"Cysticercosis"
"B690","TRUE",,"Cysticercosis of central nervous system"
"B691","TRUE",,"Cysticercosis of eye"
"B692","TRUE",,"Cysticercosis of skin (TM)"
"B698","TRUE",,"Cysticercosis of other sites"
"B699","TRUE",,"Cysticercosis, unspecified"
"B70","FALSE",,"Diphyllobothriasis and sparganosis"
"B700","TRUE",,"Diphyllobothriasis"
"B701","TRUE",,"Sparganosis"
"B71","FALSE",,"Other cestode infections"
"B710","TRUE",,"Hymenolepiasis"
"B711","TRUE",,"Dipylidiasis"
"B718","TRUE",,"Other specified cestode infections"
"B719","TRUE",,"Cestode infection, unspecified"
"B72","TRUE",,"Dracunculiasis"
"B73","TRUE",,"Onchocerciasis"
"B74","FALSE",,"Filariasis"
"B740","TRUE",,"Filariasis due to Wuchereria bancrofti"
"B741","TRUE",,"Filariasis due to Brugia malayi"
"B742","TRUE",,"Filariasis due to Brugia timori"
"B743","TRUE",,"Loiasis"
"B744","TRUE",,"Mansonelliasis"
"B748","TRUE",,"Other filariases"
"B749","TRUE",,"Filariasis, unspecified"
"B75","TRUE",,"Trichinellosis"
"B76","FALSE",,"Hookworm diseases"
"B760","TRUE",,"Ancylostomiasis"
"B761","TRUE",,"Necatoriasis"
"B768","TRUE",,"Other hookworm diseases"
"B769","TRUE",,"Hookworm disease, unspecified"
"B77","FALSE",,"Ascariasis"
"B770","TRUE",,"Ascariasis with intestinal complications"
"B778","TRUE",,"Ascariasis with other complications"
"B779","TRUE",,"Ascariasis, unspecified"
"B78","FALSE",,"Strongyloidiasis"
"B780","TRUE",,"Intestinal strongyloidiasis"
"B781","TRUE",,"Cutaneous strongyloidiasis"
"B787","TRUE",,"Disseminated strongyloidiasis"
"B788","TRUE",,"Other strongyloidiasis (TM)"
"B789","TRUE",,"Strongyloidiasis, unspecified"
"B79","TRUE",,"Trichuriasis"
"B80","TRUE",,"Enterobiasis"
"B81","FALSE",,"Other intestinal helminthiases, not elsewhere classified"
"B810","TRUE",,"Anisakiasis"
"B811","TRUE",,"Intestinal capillariasis"
"B812","TRUE",,"Trichostrongyliasis"
"B813","TRUE",,"Intestinal angiostrongyliasis"
"B814","TRUE",,"Mixed intestinal helminthiases"
"B818","TRUE",,"Other specified intestinal helminthiases"
"B82","FALSE",,"Unspecified intestinal parasitism"
"B820","TRUE",,"Intestinal helminthiasis, unspecified"
"B829","TRUE",,"Intestinal parasitism, unspecified"
"B83","FALSE",,"Other helminthiases"
"B830","TRUE",,"Visceral larva migrans"
"B831","TRUE",,"Gnathostomiasis"
"B8310","TRUE",,"Gnathostomiasis of central nervous system (TM)"
"B8311","TRUE",,"Gnathostomiasis of eye (TM)"
"B8312","TRUE",,"Gnathostomiasis of skin (TM)"
"B8318","TRUE",,"Gnathostomiasis of other sites (TM)"
"B8319","TRUE",,"Gnathostomiasis, unspecified (TM)"
"B832","TRUE",,"Angiostrongyliasis due to Parastrongylus cantonensis"
"B833","TRUE",,"Syngamiasis"
"B834","TRUE",,"Internal hirudiniasis"
"B838","TRUE",,"Other specified helminthiases"
"B839","TRUE",,"Helminthiasis, unspecified"
"B85","FALSE",,"Pediculosis and phthiriasis"
"B850","TRUE",,"Pediculosis due to Pediculus humanus capitis"
"B851","TRUE",,"Pediculosis due to Pediculus humanus corporis"
"B852","TRUE",,"Pediculosis, unspecified"
"B853","TRUE",,"Phthiriasis"
"B854","TRUE",,"Mixed pediculosis and phthiriasis"
"B86","TRUE",,"Scabies"
"B860","TRUE",,"Scabies due to Sarcoptes scabiei (TM)"
"B868","TRUE",,"Other scabies (TM)"
"B869","TRUE",,"Scabies, unspecified (TM)"
"B87","FALSE",,"Myiasis"
"B870","TRUE",,"Cutaneous myiasis"
"B871","TRUE",,"Wound myiasis"
"B872","TRUE",,"Ocular myiasis"
